Tаблица 1
city;school_name;full_school_name;email;Consorcium;Peterson;Sirius
Красноярск;МАОУ СШ № 144;Муниципальное автономное общеобразовательное учреждение «Средняя школа № 144» города Красноярска Красноярского края;sch144@mailkrsk.ru;0;1;0
Красноярск;МАОУ СШ №7 Красноярск;Муниципальное автономное общеобразовательное учреждение «Средняя школа № 7 с углубленным изучением отдельных предметов» города Красноярска;sch7@mailkrsk.ru;0;1;0
Куйбышев;МБОУ СОШ № 3;"Муниципальное бюджетное общеобразовательное учреждение Куйбышевского района""Средняя общеобразовательная школа №3"" ";s_3_kuyb@edu54.ru;0;0;1
Кумертау;МБОУ СОШ № 3 им. С.А.Погребача;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №3 с углубленным изучением отдельных предметов имени Сергея Александровича Погребача"" городского округа город Кумертау Республики Башкортостан";kumertay3@mail.ru;1;0;0
Курск;МБОУ «СОШ № 59 им. Г.М. Мыльникова»;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 59 имени ветерана Великой Отечественной войны дважды Героя Советского Союза подполковника Григория Михайловича Мыльникова»;school59kur@yandex.ru;0;1;0
Курск;СОШ №61 им.П.А. Михина;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 61 имени П.А. Михина» города Курска;shkola-61@inbox.ru;0;1;0
Липецк;МАОУ инженерно-технологическая школа № 27 города Липецка;Муниципальное автономное общеобразовательное учреждение инженерно-технологическая школа № 27 города Липецка;sc27lip@schools48.ru;1;0;0
Липецк;МБОУ СШ № 37 Липецка;Муниципальное общеобразовательное учреждение средняя школа № 37 имени Владимира Козадёрова города Липецка;sc37lip@schools48.ru;0;1;0
Липецк;МБОУ СШ №33 Липецка;Муниципальное бюджетное общеобразовательное учреждение средняя школа № 33 города Липецка имени П.Н. Шубина;sc33lip@schools48.ru;0;1;0
Лиски;"МБОУ ""СОШ №17 им. Героя Советского Союза В.И. Ливенцева""";Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 17 имени Героя Советского Союза В.И. Ливенцева» Лискинского м.р. города Лиски Воронежской области; shkola17.liski@govvrn.ru;0;1;0
Лотошино;МОУ «Лотошинская СОШ №1»;Муниципальное общеобразовательное учреждение «Лотошинская средняя общеобразовательная школа № 1» м.о. Лотошино Московской области;ltsh_lotoshino_1@mosreg.ru;0;1;0
Лысьва;МБОУ «СОШ № 7»;Муниципальное бюджетное общеобразовательное учреждение города Астрахани «Средняя общеобразовательная школа № 7»;sosh7-lsa@sosh.permkrai.ru;0;1;0
Люберцы;МОУ «Инженерно-технологический лицей»;Муниципальное общеобразовательное учреждение «Инженерно-технологический лицей» муниципального образования городской округ Люберцы Московской области;lbrc_stemschool@mosreg.ru;1;0;0
Майя;МБОУ Майинский лицей им.И.Тимофеева МР Мегино-Кангаласский улус;Муниципальное бюджетное общеобразовательное учреждение «Майинский лицей имени Ивана Гаврильевича Тимофеева» муниципального района «Мегино-Кангаласский улус»;gymnmaya@mail.ru;1;0;0
Мариуполь;"ГБНОУ ""СШ ""Невская"" им. Ф.Э. Дзержинского г.о. Мариуполь""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НЕТИПОВОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА ""НЕВСКАЯ"" ИМЕНИ Ф.Э. ДЗЕРЖИНСКОГО ГОРОДСКОГО ОКРУГА МАРИУПОЛЬ"" ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ";mariupol.nevskaya@yandex.ru;1;0;0
Мариуполь;"ГБОУ ""СШ № 7 г.о. Мариуполь""";"Государственное бюджетное общеобразовательное учреждение ""средняя школа № 7  городского округа Мариуполь"" Донецкой Народной Республики";mariupol.sh7@yandex.ru;1;0;0
Махачкала;"ГБОУ РД ""РМЛИ ДОД""";"Государственное бюджетное общеобразовательное учреждение Республики Дагестан ""Республиканский многопрофильный лицей-интернат для одаренных детей""";gbou_rmli@e-dag.ru;1;0;0
Мегион;МБОУ «СОШ №6»;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 6» пгт. Высокий города Мегиона Ханты-Мансийского автономного округа – Югры;shcooll6@mail.ru;0;1;0
Минск;"ГУО ""Средняя школа № 51 Минска""";"Государственное учреждение образования ""Средняя школа № 51 Минска""";sch51@minskedu.gov.by;1;0;0
Минск;"ГУО ""Средняя школа № 52 Минска""";"Государственное учреждение образования ""Средняя школа № 52 Минска""";sch52@minskedu.gov.by;1;0;0
Минск;"ГУО ""Средняя школа № 54 Минска имени Е.В.Клумова""";"Государственное учреждение образования ""Средняя школа № 54 Минска имени Е.В.Клумова""";sch54@minskedu.gov.by;1;0;0
Мирный;"МАОУ ""Политехнический лицей""";Муниципальное автономное общеобразовательное учреждение «Политехнический лицей» МР «Мирнинский район» РС /Я/;info@mptl.ru;1;0;0
Мирный;МАОУ «СОШ № 24»;"Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 24» муниципального образования ""Мирнинский район"" республики Саха (Якутия)";msosh24@gov14.ru;1;0;0
Михайловка;"МКОУ ""СШ № 11""";Муниципальное казенное общеобразовательное учреждение «Средняя школа № 11 городского округа город Михайловка Волгоградской области»;mh_sh.11@volganet.ru;0;1;0
Москва;АНО общеобразовательная «Гимназия Броско»;Автономную некоммерческую организацию общеобразовательную «Гимназия Броско» города Москвы;info@brosko.school;0;1;0
Москва;"АНОО ОЦ ШЛ ""Новый взгляд""";втономную некоммерческую общеобразовательную организацию Образовательный центр «Школа-лаборатория «Новый взгляд» города Москвы;info@nv.school;0;1;0
Москва;ГБОУ Школа № 1324;Государственное бюджетное образовательное учреждение города Москвы «Школа № 1324»;1324@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 1356;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1356»;1356@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 1362;Государственное бюджетное общеобразовательное учреждение «Школа №1362» города Москвы;1362@edu.mos.ru;0;1;0
Москва;"ГБОУ Школа № 1371 ""Крылатское""";Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1371 «Крылатское»;1371@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 1449;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1449 имени Героя Советского Союза М.В. Водопьянова»;1449@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 1492;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1492»;1492@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 1498;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1498 «Московская международная школа»;1498@edu.mos.ru;0;1;0
Москва;"ГБОУ Школа № 1569 ""Созвездие""";Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1569 «Созвездие»;1569@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 1580;Государственное бюджетное общеобразовательное учреждение города Москвы «Бауманская инженерная школа № 1580»;1580@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 1583;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1583 имени К. А. Керимова»;1583@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 2005;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2005»;2005@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 2087;"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2087 ""Открытие""";2087@edu.mos.ru;1;0;0
Москва;ГБОУ Школа № 2090;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2090 имени Героя Советского Союза Л.Х. Паперника»;2090@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 667;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 667 имени Героя Советского Союза К.Я. Самсонова»;667@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 86 имени М.Е. Катукова;Государственное бюджетное общеобразовательное учреждение «Школа № 86 имени М.Е. Катукова» города Москвы;86@edu.mos.ru;0;1;0
Москва;ГБОУ Школа № 967 имени Героя Советского Союза В.А. Комагорова;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 967 имени Героя Советского Союза В.А. Комагорова»;967@edu.mos.ru;0;1;0
Москва;ГБОУ Школа имени Маяковского;Государственное бюджетное общеобразовательное учреждение города Москвы «Школа имени В.В. Маяковского»;mayak@edu.mos.ru;0;1;0
Москва;ОЧУ СОШ «Мир Интеллект Открытие Образование»;Общеобразовательное частное учреждение Средняя общеобразовательная школа «Мир Интеллект Открытие Образование» города Москвы;info@wideschool.ru;0;1;0
Москва;ФГАОУ ВО РУТ (МИИТ);Федеральное государственное автономное образовательное учреждение Гимназия федерального государственного автономного образовательного учреждения высшего образования «Российский университет транспорта»;gymnaz_miit@mail.ru;0;1;0
Москва;ЧУ ОО «Классический пансион МГУ имени М.В.Ломоносова»;Частное учреждение образовательная организация «Классический пансион МГУ имени М.В. Ломоносова» Москвы;info@pansionmsu.ru;0;1;0
Москва;"Школа ""Наследник""";Общеобразовательную автономную некоммерческую организацию «Школа «Наследник» (Школа «Наследник») города Москвы;school@naslednik.ru;0;1;0
Муравленко;МАОУ «Прогимназия «Эврика»;Муниципальное автономное общеобразовательное учреждение «Прогимназия «Эврика», города Муравленко Ямало-Ненецкого автономного округа;evrika@muravlenko.yanao.ru;0;1;0
Муравленко;МАОУ «Школа № 4»;Муниципальное автономное общеобразовательное учреждение «Школа № 4» города Муравленко Ямало-Ненецкого автономного округа;school4@muravlenko.yanao.ru;0;1;0
Мурино;"МОБУ ""СОШ ""Муринский ЦО № 2""";Муниципальное общеобразовательное бюджетное учреждение «Средняя общеобразовательная школа «Муринский центр образования № 2» Всеволожского района Ленинградской области;mur2@vsevobr.ru;0;1;0
Мурино;МОБУ «Муринская СОШ № 6»;Муниципальное общеобразовательное бюджетное учреждение «Муринская средняя общеобразовательная школа № 6»;mursosh6@vsevobr.ru ;1;0;0
Мурманск;МБОУ Мурманска ММЛ;Муниципальное бюджетное общеобразовательное учреждение города Мурманска «Мурманский международный лицей»;liceum1@mail.ru;0;1;0
Мурмаши;"МБОУ ""Мурмашинская СОШ № 1""";Муниципальное бюджетное общеобразовательное учреждение Кольского района Мурманской области «Мурмашинская средняя общеобразовательная школа № 1» п.г.т. Мурмаши;school1_murmashi@mail.ru;0;1;0
Мытищи;МБОУ «Гимназия № 17»;Муниципальное бюджетное общеобразовательное учреждение «Гимназия № 17» города Мытищи Московской области;mtsh_school_17@mosreg.ru;0;1;0
Мытищи;МБОУ «Лицей № 34»;Муниципальное бюджетное общеобразовательное учреждение «Лицей № 34» города Мытищи Московской области;mtsh_school_34@mosreg.ru;0;1;0
Мытищи;МБОУ СОШ №6;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №6» городского округа Мытищи Московской области;mtsh_school_6@mosreg.ru;0;1;0
Набережные Челны;"МАОУ ""СОШ № 35 с УИОП""";Муниципальное автономное общеобразовательное учреждение города Набережные Челны «Средняя общеобразовательная школа № 35 с углубленным изучением отдельных предметов» Республики Татарстан;S35.Nc@tatar.ru;0;1;0
Нальчик;"МКОУ ""СОШ №32"" г.о. Нальчик КБР ";Муниципальное казённое общеобразовательное учреждение «Средняя общеобразовательная школа №32» городского округа Нальчик Кабардино-Балкарской Республики;;0;1;0
Нальчик;МКОУ «Гимназия №14» г.о.Нальчик;Муниципальное казенное общеобразовательное учреждение «Гимназия №14 им. Э.К.Кудашева» городского округа Нальчик Кабардино-Балкарской Республики;novpochta14@bk.ru;0;1;0
Находка;"МАОУ ""СОШ № 24"" НГО";Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 24» Находкинского городского округа Приморского края;admin-sh24@mail.ru;0;1;0
Находка;"МАОУ ""СОШ № 25 ""Гелиос"" НГО";Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 25 «Гелиос» с углубленным изучением отдельных предметов» НГО Находка Приморского края;school25gelios@bk.ru;0;1;0
Невинномысск;МБОУ СОШ № 18 города Невинномысска;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 18 с углубленным изучением отдельных предметов города Невинномысска Ставропольского края;nevsosh18@yandex.ru;0;1;0
Некрасово;МОУ «Некрасовская СОШ им.А.А.Лукьянова»;"Муниципальное общеобразовательное учреждение «Некрасовская средняя общеобразовательная школа» им. А.А. Лукьянова» д. Некрасово Тверской области;";kalinin.nekrasovo@tvershkola.ru;0;1;0
Нерехта;МОУ СОШ № 2;Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 2 муниципального района город Нерехта Костромской области;;0;1;0
Нефтеюганск;"МБОУ ""Начальная школа №15"" ";Муниципальное бюджетное общеобразовательное учреждение «Начальная школа № 15» города Нефтеюганска Ханты-Мансийского автономного округа;shs15_ugansk@mail.ru;0;1;0
Нефтеюганск;"МБОУ ""СОШ № 13""";Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 13» города Нефтеюганска Ханты-Мансийского автономного округа – Югры;sosh13_ugansk@mail.ru;0;1;0
Нефтеюганск;"МБОУ ""СОШ №3 имени А.А.Ивасенко""";Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 3 имени Ивасенко Анатолия Антоновича» города Нефтеюганска Ханты-Мансийского автономного округа – Югры; sosh3_ugansk@mail.ru;0;1;0
Нефтеюганск;"МБОУ ""Школа развития № 24""";Муниципальное бюджетное общеобразовательное учреждение «Школа развития № 24» города Нефтеюганска Ханты-Мансийского автономного округа – Югры;Shs24_ugansk@mail.ru;0;1;0
Нефтеюганск;МБОУ «СОШ № 5»;Муниципальное бюджетное образовательное учреждение «Средняя общеобразовательная школа № 5 ;;1;0;0
Нефтеюганск;"ЧОУ ""Нефтеюганская православная гимназия""";Частное общеобразовательное учреждение «Нефтеюганская православная гимназия» города Нефтеюганска Ханты-Мансийского автономного округа;npg_ugansk@mail.ru;0;1;0
Нижневартовск;"МБОУ ""Лицей""";Муниципальное бюджетное общеобразовательное учреждение «Лицей» города Нижневартовска Ханты-Мансийского автономного округа – Югры;licei-nv@yandex.ru;0;1;0
Нижнего Новгорода;МАОУ «Школа с углубленным изучением отдельных предметов №183 имени Р. Алексеева»;Муниципальное автономное общеобразовательное учреждение «Школа с углубленным изучением отдельных предметов № 183 им. Р. Алексеева» города Нижнего Новгорода;s183_nn@mail.52gov.ru;0;1;0
Нижнекамск;"МБОУ ""Лицей № 3 имени А.С. Пушкина"" НМР РТ";Муниципальное бюджетное общеобразовательное учреждение «Лицей № 3 имени А.С. Пушкина» Нижнекамского муниципального района Республики Татарстан;licey3.nk@tatar.ru;0;1;0
Нижний Новгород;"МАОУ ""Школа №45""";Муниципальное автономное общеобразовательное учреждение «Школа № 45 с углубленным изучением отдельных предметов» Нижнего Новгорода;s45_nn@mail.52gov.ru;0;1;0
Нижний Новгород;МАОУ «Школа № 172»  ;Муниципальное автономное общеобразовательное учреждение «Школа № 172» города Нижнего Новгорода;s172_nn@mail.52gov.ru  ;0;1;0
Нижний Новгород;МАОУ Лицей № 36;Муниципальное автономное общеобразовательное учреждение «Лицей № 36» города Нижнего Новгорода;l36_nn@mail.52gov.ru;0;1;0
Нижний Новгород;"МАОУ ""Лицей № 82""";Муниципальное автономное общеобразовательное учреждение «Лицей № 82» города Нижнего Новгорода;l82_nn@mail.52gov.ru;0;1;0
Нижний Новгород;"МБОУ ""Школа № 121""";Муниципальное бюджетное общеобразовательное учреждение «Школа № 121» города Нижнего Новгорода;s121_nn@mail.52gov.ru;0;1;0
Нижний Новгород;"МБОУ ""Школа № 134""";"Муниципальное бюджетное общеобразовательное учреждение «Школа № 134» города Нижнего Новгорода;";s134_nn@mail.52gov.ru;0;1;0
Нижний Новгород;ЧОУ РО «НЕРПЦ(МП)» «Православная гимназия Александра Невского»;Частное общеобразовательное учреждение религиозной организации «Нижегородская Епархия Русской Православной Церкви (Московский Патриархат)» «Православная гимназия во имя святого благоверного князя Александра Невского города Нижнего Новгорода»;alexandrnevsky-gimn@yandex.ru;0;1;0
Нижний Тагил;МАОУ гимназия № 18;Муниципальное автономное общеобразовательное учреждение гимназия № 18, города Нижнего Тагила Свердловской области;gimnaziya18.nt@yandex.ru  ;0;1;0
Нижний Тагил;МАОУ лицей №39;Муниципальное автономное общеобразовательное учреждение лицей № 39 города Нижнего Тагила Свердловской области;licej39@mail.ru;0;1;0
Новогорелово;"МОУ ""Инженерно-технологическая школа""";"Муниципальное общеобразовательное учреждение ""Инженерно-технологическая школа""";itschool-47@mail.ru ;1;0;0
Новокузнецк;"МАОУ ""СОШ № 81""";Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 81 имени Евгения Ивановича Стародуб»;school81nvkz@yandex.ru;1;0;0
Новокузнецк;МБОУ «СОШ №72»;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 72 с углубленным изучением английского языка» города Новокузнецка Кемеровской области – Кузбасса;olga-sch72@mail.ru;0;1;0
Новокузнецк;НОО «Интеллект Академия»;Автономную некоммерческую общеобразовательную организацию «Интеллект Академия» города Новокузнецка Кемеровской области – Кузбасса;  info@inacademia.ru;0;1;0
Новороссийск;МАОУ СОШ № 22;Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 22 им. Ф.В. Гладкова муниципального образования город Новороссийск;maousch22@mail.ru;1;0;0
Новороссийск;МБОУ гимназия № 4 им. героя РФ Угрюмова Г.А.;Муниципальное бюджетное общеобразовательное учреждение имени адмирала Г.А. Угрюмова муниципального образования город Новороссийск;gimn4.novoross@mail.ru;1;0;0
Новороссийск;МБОУ СОШ № 11;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 11 муниципального образования города Новороссийска Краснодарского края;soch-11@mail.ru;0;1;0
Новосибирск;"МАОУ ""Гимназия №15""";Муниципальное автономное образовательное учреждение города Новосибирска «Гимназия № 15 «Содружество»;g_15@edu54.ru;0;1;0
Новосибирск;"МАОУ ""Лицей №176""";"Муниципальное автономное общеобразовательное учреждение города Новосибирска ""Лицей № 176""";l_176@edu54.ru  ;1;0;0
Новосибирск;МАОУ Гимназия №14 – образовательный центр «Универсарий»;Муниципальное автономное общеобразовательное учреждение города Новосибирска «Гимназия №14 – образовательный центр «Универсарий»;g_14@edu54.ru;0;0;1
Новосибирск;МАОУ ЛИТ;Муниципальное автономное общеобразовательное учреждение города Новосибирска «Лицей Информационных Технологий»;lit@edu54.ru;0;1;0
Новосибирск;"МАОУ ОЦ ""Новые грани""";"Муниципальное автономное общеобразовательное учреждение города Новосибирска ""Образовательный центр ""Новые грани"" ";s_219@edu54.ru;1;0;0
Новосибирск;МАОУ СОШ № 217;Муниципальное автономное общеобразовательное учреждение города Новосибирска «Средняя общеобразовательная школа № 217»;s_217@edu54.ru;1;0;0
Новосибирск;МАОУ СОШ №109;Муниципальное автономное общеобразовательное учреждение города Новосибирска «Средняя общеобразовательная школа № 109»;s_109@edu54.ru;0;1;0
Новосибирск;"МАОУ ЦО ""Развитие""";"Муниципальное автономное общеобразовательное учреждение   города Новосибирска ""Центр образования № 82 ""Развитие"" ";s_82@edu54.ru;0;0;1
Новосибирск;МБОУ «Гимназия № 4»;Муниципальное бюджетное общеобразовательное учреждение города Новосибирска «Гимназия № 4»;g_4@edu54.ru;0;0;1
Новосибирск;МБОУ СОШ № 153;Муниципальное бюджетное общеобразовательное учреждение города Новосибирска «Средняя общеобразовательная школа № 153»;s_153@edu54.ru;0;1;0
Новосибирск;МБОУ СОШ №144;"Муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Средняя общеобразовательная школа №144""";s_144@edu54.ru;0;0;1
Новый Уренгой;"МБОУ ""Арктический лицей""";Муниципальное бюджетное общеобразовательное учреждение «Арктический лицей» города Нового Уренгоя Ямало-Ненецкого автономного округа;Arktlic@nur.yanao.ru;0;1;0
Новый Уренгой;МБОУ СШ № 11;Муниципальное бюджетное общеобразовательное учреждение «Средняя школа № 11» города Нового Уренгоя Ямало-Ненецкого автономного округа;Shkola11@nur.yanao.ru ;0;1;0
Ногинск;АНОО «Ломоносовский лицей»;Автономную некоммерческую общеобразовательную организацию «Ломоносовский лицей» города Ногинска Московской области;bgrd_anoo_lom@mosreg.ru;0;1;0
Ноябрьск;МБОУ СОШ №7;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №7» муниципального образования город Ноябрьск; school7@noyabrsk.yanao.ru;1;0;0
Ноябрьск;МБОУ СОШ №9 Ноябрьска;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 9» города Ноябрьска Ямало-Ненецкого автономного округа;;0;1;0
Ноябрьск ;МАОУ СОШ № 2 УИИЯ;Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 2 с углубленным изучением иностранных языков» города Ноябрьска Ямало-Ненецкого автономного округа;school2@noyabrsk.yanao.ru ;0;1;0
Ноябрьск ;"МБОУ ""СОШ № 12""";Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 12» муниципального образования города Ноябрьска Ямало-Ненецкого автономного округа;school12@noyabrsk.yanao.ru ;0;1;0
Ноябрьск ;МБОУ СОШ №3;"Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 3» муниципального образования города Ноябрьска Ямало-Ненецкого автономного округа;";school3@noyabrsk.yanao.ru ;0;1;0
Ноябрьск ;МБОУ СОШ №5;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательной школа № 5» муниципального образования города Ноябрьска Ямало-Ненецкого автономного округа;school5@noyabrsk.yanao.ru;0;1;0
Ноябрьск ;МБОУ СОШ №6 ;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 6» муниципального образования города Ноябрьска Ямало-Ненецкого автономного округа;school6@noyabrsk.yanao.ru ;0;1;0
Ноябрьск ;МБОУ СОШ №7 ;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа №7» муниципального образования город Ноябрьск;do@noyabrsk.yanao.ru;0;1;0
Ноябрьск ;МБОУ СОШ №8;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 8» муниципального образования города Ноябрьска Ямало-Ненецкого автономного округа;school8@noyabrsk.yanao.ru;0;1;0
Одинцово;ГБОУ МО «Одинцовский «Десятый лицей»;Государственное бюджетное общеобразовательное учреждение Московской области «Одинцовский «Десятый лицей»;mo_odindeslic@mosreg.ru;1;0;0
Одинцово;МБОУ Одинцовская СОШ №3;Муниципальное бюджетное общеобразовательное учреждение Одинцовская средняя общеобразовательная школа № 3 города Одинцово Московской области;;0;1;0
Омск;"БОУ Омска ""Гимназия № 62""";Бюджетное общеобразовательное учреждение города Омска «Гимназия №62»;school62@bou.omskportal.ru;0;1;0
Омск;БОУ Омска «Гимназия №115»;Бюджетное общеобразовательное учреждение города Омска «Гимназия № 115»;school115@bou.omskportal.ru;0;1;0
Омск;Гимназия № 123 им. О.И.Охрименко;Бюджетное образовательное учреждение города Омска «Гимназия №123 имени О.И. Охрименко»;schooll_123@rambler.ru;0;1;0
Омск;Инженерный лицей БПОУ «Омавиат», Инженерный лицей «Омавиат»;Инженерный лицей бюджетного профессионального образовательного учреждения Омской области «Омский авиационный колледж имени Н.Е. Жуковского»;elo@oat.ru;1;0;0
Орел;Бюджетный лицей №40 г.Орла;Муниципальное бюджетное общеобразовательное учреждение лицей № 40 горда Орла;oo_orel_sh40n@orel-region.ru;0;1;0
Оренбург;МОАУ «СОШ № 86»;Муниципальное общеобразовательное автономное учреждение «Средняя общеобразовательная школа № 86»;86@orenschool.ru;1;0;0
Орехово-Зуево;МОУ гимназия № 15;Муниципальное общеобразовательное учреждение гимназия № 15 Орехово-Зуевского г.о. Московской области;orzu_mou_gimn15@mosreg.ru;0;1;0
Орехово-Зуево;МОУ лицей;Муниципальное общеобразовательное учреждение лицей Орехово-Зуевского городского округа Московской области;orzu_mou_liceyo@mosreg.ru;0;1;0
Орехово-Зуево;МОУ СОШ № 16;Муниципальное общеобразовательное учреждение Средняя общеобразовательная школа №16;orzu_mou_sosh16@mosreg.ru;1;0;0
Орск;МОАУ «СОШ № 49 г. Орска»;Муниципальное общеобразовательное автономное учреждение «Средняя общеобразовательная школа № 49 Орска» имени «60 летия Победы советского народа в Великой Отечественной войне 1941-1945 г.г.»;shkola49orsk@yandex.ru;1;0;0
Павловский Посад ;МОУ СОШ № 13;Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 13 Павлово-Посадского городского округа Московской области;;0;1;0
Пенза;МБОУ гимназия № 44 Пензы;Муниципальное бюджетное общеобразовательное учреждение гимназия № 44 города Пензы;gmprof44@list.ru;0;1;0
Пенза;МБОУ СОШ № 20 Пензы;Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 20 города Пензы;school20@guoedu.ru;0;1;0
Пенза;МБОУ СОШ № 59 Пензы им. Е. П. Паролина ;Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа № 59 имени Евгения Павловича Паролина города Пензы;school59@guoedu.ru ;0;1;0
Пенза;МБОУ СОШ № 78 Пензы им. В.А. Глазунова;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 78 города Пензы;school78@guoedu.ru ;0;1;0
Первоуральск;МАОУ «Лицей №21»;Муниципальная автономная общеобразовательная организация «Лицей № 21» города Первоуральска Свердловской области;sekretar@licey21.su;1;1;0
Переславль-Залесский;МБОУ «Средняя школа №1»;Муниципальное общеобразовательное учреждение «Средняя школа №1» города Переславля -Залесского Ярославской области;ok1.pereslavl@yarregion.ru;0;1;0
Переславль-Залесский;МОУ «Гимназия»;Муниципальное общеобразовательное учреждение «Гимназия» города Переславля-Залесского» Ярославской области;gim.pereslavl@yarregion.ru;0;1;0
Пермь;"МАОУ ""Гимназия № 33"" Перми";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ № 33"" Г.ПЕРМИ";gimnaziya33@permedu.online;1;0;0
Пермь;"МАОУ ""Инженерная школа им. М.Ю. Цирульникова"" Перми";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ИНЖЕНЕРНАЯ ШКОЛА ИМ. М.Ю. ЦИРУЛЬНИКОВА"" ПЕРМИ";shkola16@sosh.permkrai.ru;1;0;0
Пермь;"МАОУ ""Лицей № 10"" Перми";Муниципальное автономное общеобразовательное учреждение «Лицей № 10» города Перми Пермского края;licey10@permedu.online;0;1;0
Пермь;"МАОУ ""Лицей № 4"" Перми";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛИЦЕЙ №4"" ПЕРМИ";licey4@sosh.permkrai.ru;1;0;0
Пермь;"МАОУ ""ЛИЦЕЙ №3 ИМЕНИ В.А. ШТЭФАНА"" ПЕРМИ";Муниципальное автономное общеобразовательное учреждение «Лицей № 3 имени В.А. Штэфана» Перми;licey3@permedu.online  ;0;1;0
Пермь;"МАОУ ""СОШ № 14"" Перми";Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 14» города Перми Пермского края;shkola14@sosh.permkrai.ru;0;1;0
Пермь;"МАОУ ""СОШ № 65"" Перми";Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 65 с углубленным изучением английского языка» города Перми;shkola65@permedu.online;0;1;0
